1	1:-28	2:-2	
1	1:-165	2:0	
1	1:-31	2:-26	
1	1:-50	2:93	
1	1:0	2:-261	
1	1:-214	2:-197	
1	1:-29	2:129	
1	1:-42	2:-31	
1	1:-64	2:-38	
1	1:-70	2:-52	
1	1:-30	2:114	
1	1:-63	2:-60	
1	1:-151	2:-169	
1	1:-150	2:-162	
1	1:-176	2:-176	
1	1:-168	2:-187	
1	1:65	2:65	
1	1:0	2:-147	
1	1:-49	2:89	
1	1:93	2:-52	
1	1:-179	2:-185	
1	1:-168	2:-181	
1	1:72	2:-84	
1	1:-58	2:-48	
1	1:-155	2:0	
1	1:-28	2:110	
1	1:-42	2:-15	
1	1:-162	2:-170	
1	1:-27	2:112	
1	1:-45	2:-23	
1	1:-181	2:-177	
1	1:-44	2:-36	
1	1:-190	2:-199	
1	1:-48	2:-56	
1	1:-19	2:122	
1	1:-30	2:-18	
1	1:-32	2:-52	
1	1:71	2:71	
1	1:-75	2:-57	
1	1:-54	2:-47	
1	1:-138	2:0	
1	1:-163	2:-173	
1	1:-26	2:121	
1	1:-57	2:-35	
1	1:0	2:7	
1	1:-68	2:-58	
1	1:-166	2:-174	
1	1:4	2:141	
1	1:103	2:-40	
1	1:-41	2:-42	
1	1:-6	2:-1	
1	1:-158	2:-147	
1	1:-35	2:-28	
1	1:-51	2:-57	
1	1:-169	2:-183	
1	1:101	2:-44	
1	1:-162	2:-163	
1	1:-172	2:-172	
1	1:-172	2:-162	
1	1:-181	2:-165	
1	1:-53	2:-43	
1	1:-8	2:141	
1	1:-21	2:117	
1	1:-56	2:-48	
1	1:-178	2:-182	
1	1:112	2:112	
1	1:-179	2:-157	
1	1:-179	2:-150	
1	1:-16	2:-13	
1	1:-52	2:94	
1	1:-62	2:-64	
1	1:-159	2:-174	
1	1:-79	2:-57	
1	1:-178	2:-162	
1	1:-181	2:-160	
1	1:-226	2:-189	
1	1:107	2:-35	
1	1:-19	2:-2	
1	1:7	2:146	
1	1:88	2:88	
1	1:-26	2:0	
1	1:-163	2:-170	
1	1:-61	2:-50	
1	1:-68	2:-70	
1	1:-19	2:-19	
1	1:-12	2:-16	
1	1:-24	2:138	
1	1:-81	2:-46	
1	1:-48	2:-38	
1	1:-71	2:-73	
1	1:-36	2:-34	
1	1:10	2:0	
1	1:-149	2:-142	
1	1:1	2:6	
1	1:-9	2:-11	
1	1:-148	2:-146	
1	1:-34	2:-41	
1	1:-160	2:-162	
1	1:0	2:-13	
1	1:-54	2:-35	
1	1:-6	2:12	
1	1:-159	2:-159	
1	1:-186	2:-173	
1	1:-42	2:113	
1	1:-3	2:1	
1	1:-186	2:-167	
1	1:-29	2:-38	
1	1:-50	2:56	
1	1:-23	2:-27	
1	1:-193	2:-170	
1	1:-58	2:-55	
1	1:-36	2:-40	
1	1:-40	2:-44	
1	1:-156	2:-171	
1	1:-44	2:-31	
1	1:-60	2:-47	
1	1:-12	2:-14	
1	1:86	2:-60	
1	1:-57	2:86	
1	1:-64	2:-31	
1	1:-166	2:-151	
1	1:-26	2:-30	
1	1:-64	2:-57	
1	1:-159	2:-153	
1	1:-47	2:-20	
1	1:120	2:-26	
1	1:-71	2:78	
1	1:-11	2:5	
1	1:-38	2:117	
1	1:1	2:145	
1	1:95	2:95	
1	1:-6	2:0	
1	1:-156	2:-138	
1	1:-58	2:-53	
1	1:-189	2:-208	
1	1:-63	2:-69	
1	1:-36	2:-38	
1	1:-9	2:-2	
1	1:-57	2:-61	
1	1:-169	2:-158	
1	1:-11	2:-17	
1	1:-34	2:-24	
1	1:-73	2:-53	
1	1:-38	2:-28	
1	1:-29	2:-46	
1	1:-163	2:-143	
1	1:-30	2:-26	
1	1:-32	2:5	
1	1:-21	2:-29	
1	1:-47	2:-4	
1	1:153	2:4	
1	1:-19	2:-11	
1	1:-158	2:-160	
1	1:-186	2:-161	
1	1:-174	2:-165	
1	1:-174	2:-169	
1	1:-36	2:-25	
1	1:-178	2:-180	
1	1:-34	2:-2	
1	1:-173	2:-169	
1	1:-44	2:-27	
1	1:-37	2:-44	
1	1:-175	2:-163	
1	1:-37	2:-26	
1	1:-32	2:2	
1	1:-89	2:-72	
1	1:-23	2:-24	
1	1:-47	2:-30	
1	1:-184	2:-189	
1	1:-64	2:-61	
1	1:-195	2:-176	
1	1:-200	2:-147	
1	1:-166	2:-174	
1	1:-151	2:-180	
1	1:77	2:-71	
1	1:-78	2:-67	
1	1:-70	2:-65	
1	1:-48	2:93	
1	1:-64	2:76	
1	1:-95	2:-72	
1	1:63	2:-55	
1	1:-75	2:48	
1	1:-47	2:-52	
1	1:-32	2:-55	
1	1:-49	2:-66	
1	1:-32	2:-33	
1	1:-42	2:-36	
1	1:-71	2:-46	
1	1:114	2:114	
1	1:-66	2:-51	
1	1:-159	2:-162	
1	1:-172	2:-157	
1	1:-40	2:-80	
1	1:-28	2:-15	
1	1:-25	2:-31	
1	1:-64	2:-70	
1	1:-42	2:-66	
1	1:-58	2:-44	
1	1:-57	2:-55	
1	1:-28	2:-39	
1	1:-53	2:-51	
1	1:-21	2:-25	
1	1:-32	2:-48	
1	1:-55	2:-87	
1	1:-27	2:-40	
1	1:-7	2:0	
1	1:-56	2:-60	
1	1:-30	2:-47	
1	1:-49	2:-69	
1	1:-53	2:-64	
1	1:-23	2:-19	
1	1:-161	2:-151	
1	1:-156	2:-169	
1	1:-33	2:-40	
1	1:-30	2:-27	
1	1:74	2:-37	
1	1:-44	2:-23	
1	1:62	2:-51	
1	1:-29	2:74	
1	1:-165	2:-159	
1	1:-60	2:-51	
1	1:-167	2:-171	
1	1:-146	2:0	
1	1:-193	2:-180	
1	1:-46	2:-51	
1	1:-38	2:112	
1	1:-22	2:126	
1	1:-54	2:-40	
1	1:-69	2:-67	
1	1:6	2:146	
1	1:98	2:98	
1	1:146	2:8	
1	1:-160	2:-166	
1	1:71	2:-67	
1	1:-22	2:-27	
1	1:0	2:2	
1	1:162	2:162	
1	1:-162	2:-177	
1	1:-115	2:0	
1	1:162	2:42	
1	1:-31	2:-20	
1	1:-138	2:-143	
1	1:-37	2:122	
1	1:-45	2:-54	
1	1:-47	2:-24	
1	1:-55	2:-34	
1	1:61	2:-55	
1	1:-50	2:-51	
1	1:-45	2:-50	
1	1:-196	2:-189	
1	1:67	2:-36	
1	1:-192	2:-187	
1	1:-149	2:-173	
1	1:-166	2:-175	
1	1:-136	2:-136	
1	1:74	2:-76	
1	1:-75	2:-67	
1	1:-149	2:-162	
1	1:-62	2:92	
1	1:-228	2:-169	
1	1:-40	2:-3	
1	1:-37	2:23	
1	1:-81	2:-39	
1	1:-59	2:-25	
1	1:-67	2:-15	
1	1:-43	2:-26	
1	1:-11	2:149	
1	1:-41	2:-18	
1	1:-60	2:-17	
1	1:-168	2:0	
1	1:-172	2:-159	
1	1:-158	2:0	
1	1:-12	2:20	
1	1:-70	2:105	
1	1:-21	2:139	
1	1:-86	2:-23	
1	1:-50	2:113	
1	1:-55	2:-5	
1	1:-41	2:149	
1	1:-75	2:-30	
1	1:-89	2:-46	
1	1:-10	2:153	
1	1:-183	2:-120	
1	1:-29	2:31	
1	1:-177	2:0	
1	1:-16	2:136	
1	1:-62	2:-34	
1	1:-80	2:99	
1	1:-43	2:113	
1	1:-48	2:127	
1	1:-164	2:0	
1	1:-24	2:148	
1	1:-160	2:0	
1	1:-40	2:15	
1	1:-33	2:13	
1	1:-76	2:-24	
1	1:-55	2:-8	
1	1:-65	2:-26	
1	1:-17	2:43	
1	1:-26	2:144	
1	1:-110	2:-33	
1	1:-177	2:-169	
1	1:-80	2:97	
1	1:-174	2:-164	
1	1:-14	2:-27	
1	1:-59	2:-73	
1	1:-66	2:-57	
1	1:-24	2:5	
1	1:-94	2:-57	
1	1:-8	2:163	
1	1:-195	2:-162	
1	1:-141	2:0	
1	1:-41	2:98	
1	1:80	2:-44	
1	1:-71	2:93	
1	1:-67	2:50	
1	1:105	2:-36	
1	1:-206	2:-161	
1	1:-7	2:150	
1	1:-49	2:-29	
1	1:-35	2:-11	
1	1:-23	2:-22	
1	1:-61	2:-63	
1	1:110	2:110	
1	1:-78	2:-53	
1	1:-24	2:157	
1	1:-183	2:0	
1	1:-69	2:-14	
1	1:-93	2:-14	
1	1:-57	2:138	
1	1:-199	2:-149	
1	1:-187	2:0	
1	1:-45	2:134	
1	1:-4	2:141	
1	1:-94	2:88	
1	1:-45	2:21	
1	1:-36	2:30	
1	1:-183	2:0	
1	1:-66	2:-17	
1	1:-10	2:44	
1	1:-11	2:44	
1	1:-2	2:177	
1	1:-68	2:94	
1	1:-90	2:-31	
1	1:-83	2:-22	
1	1:-40	2:5	
1	1:-215	2:-158	
1	1:-227	2:-155	
1	1:-43	2:9	
1	1:-11	2:152	
1	1:-69	2:115	
1	1:-174	2:-119	
1	1:-180	2:-117	
1	1:-17	2:153	
1	1:-9	2:54	
1	1:-61	2:-9	
1	1:-56	2:113	
1	1:-91	2:-39	
1	1:-101	2:-56	
1	1:-180	2:0	
1	1:-34	2:136	
1	1:-195	2:-149	
1	1:-163	2:0	
1	1:-80	2:-14	
1	1:-62	2:119	
1	1:-167	2:-115	
1	1:-40	2:15	
1	1:-142	2:0	
1	1:-69	2:113	
1	1:-59	2:-19	
1	1:-50	2:3	
1	1:-172	2:0	
1	1:-14	2:40	
1	1:-25	2:-4	
1	1:-35	2:2	
1	1:-215	2:-152	
1	1:-36	2:0	
1	1:-11	2:23	
1	1:-177	2:-119	
1	1:-82	2:88	
1	1:-198	2:0	
1	1:-39	2:-12	
1	1:-87	2:-28	
1	1:-50	2:-18	
1	1:-53	2:-12	
1	1:-74	2:-29	
1	1:-97	2:-47	
1	1:-176	2:0	
1	1:-71	2:105	
1	1:-8	2:64	
1	1:-185	2:-119	
1	1:-64	2:115	
1	1:-19	2:-29	
1	1:-60	2:-60	
1	1:-55	2:81	
1	1:-44	2:-34	
1	1:-141	2:-155	
1	1:-15	2:-31	
1	1:21	2:159	
1	1:10	2:13	
1	1:-46	2:103	
1	1:-34	2:19	
1	1:-58	2:-46	
1	1:-147	2:0	
1	1:-57	2:-99	
1	1:-45	2:-35	
1	1:-194	2:-152	
1	1:-174	2:-137	
1	1:-165	2:-148	
1	1:-17	2:2	
1	1:-66	2:-21	
1	1:-13	2:144	
1	1:-56	2:-58	
1	1:-70	2:104	
1	1:-34	2:-18	
1	1:-99	2:-81	
1	1:-54	2:97	
1	1:-17	2:-12	
1	1:-41	2:-56	
1	1:-60	2:-41	
1	1:0	2:21	
1	1:-28	2:-26	
1	1:-22	2:-20	
1	1:-7	2:11	
1	1:12	2:158	
1	1:-1	2:148	
1	1:-60	2:-49	
1	1:-61	2:-65	
1	1:-64	2:-47	
1	1:-40	2:2	
1	1:-51	2:-50	
1	1:32	2:29	
1	1:-73	2:92	
1	1:69	2:-78	
1	1:-16	2:135	
1	1:-47	2:-40	
1	1:-52	2:-45	
1	1:-90	2:-72	
1	1:-61	2:-53	
1	1:-147	2:-151	
1	1:-171	2:-159	
1	1:-69	2:94	
1	1:-29	2:-18	
1	1:-40	2:-47	
1	1:-156	2:-165	
1	1:90	2:90	
1	1:-17	2:-38	
1	1:111	2:-4	
1	1:-8	2:131	
1	1:-182	2:-147	
1	1:-16	2:145	
1	1:7	2:158	
1	1:-23	2:-25	
1	1:-154	2:-159	
1	1:92	2:92	
1	1:0	2:-135	
1	1:108	2:-34	
1	1:-34	2:109	
1	1:-173	2:0	
1	1:-149	2:-118	
1	1:-5	2:7	
1	1:-5	2:148	
1	1:-186	2:-157	
1	1:-4	2:-16	
1	1:-50	2:-52	
1	1:-188	2:-173	
1	1:-53	2:88	
1	1:-40	2:96	
1	1:-149	2:0	
1	1:-26	2:-24	
1	1:-150	2:0	
1	1:-14	2:150	
1	1:-81	2:-56	
1	1:-44	2:-35	
1	1:-25	2:136	
1	1:-17	2:146	
1	1:2	2:158	
1	1:-172	2:0	
1	1:-29	2:141	
1	1:-8	2:149	
1	1:-37	2:140	
1	1:-28	2:150	
1	1:-175	2:0	
1	1:-197	2:-162	
1	1:-58	2:-14	
1	1:-62	2:-34	
1	1:-171	2:0	
1	1:-56	2:94	
1	1:-58	2:-45	
1	1:-170	2:-148	
1	1:1	2:2	
1	1:-179	2:-158	
1	1:174	2:174	
1	1:-28	2:7	
1	1:-20	2:-8	
1	1:-5	2:152	
1	1:-36	2:115	
1	1:162	2:22	
1	1:-18	2:141	
1	1:-85	2:-59	
1	1:-58	2:109	
1	1:14	2:23	
1	1:-7	2:22	
1	1:-50	2:-52	
1	1:-21	2:118	
1	1:-66	2:-49	
1	1:-37	2:-28	
1	1:-68	2:86	
1	1:-45	2:-51	
1	1:-34	2:-36	
1	1:-27	2:-27	
1	1:-30	2:-57	
1	1:-46	2:-77	
1	1:-50	2:-46	
1	1:-44	2:-30	
1	1:-5	2:4	
1	1:103	2:-42	
1	1:11	2:2	
1	1:152	2:1	
1	1:-135	2:0	
1	1:-56	2:89	
1	1:-39	2:-16	
1	1:17	2:32	
1	1:-41	2:-32	
1	1:12	2:44	
1	1:0	2:140	
1	1:28	2:36	
1	1:-13	2:136	
1	1:-45	2:101	
1	1:-141	2:-118	
1	1:-35	2:-13	
1	1:-46	2:-35	
1	1:-70	2:-54	
1	1:84	2:-31	
1	1:-83	2:-78	
1	1:95	2:-55	
1	1:-36	2:-40	
1	1:-33	2:115	
1	1:-9	2:127	
